Player,Lvl,Frn,Pos,%,Age,Durability,Health,Contact,Power,LH,RH,BattingEye,BaseRunning,Speed,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,$,team,teamid,xAVG,xOBP,xSLG,xPA,xInn,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xpcR,xOPS,RLR,pos_adj,xWAR
Marvin Becker,ML,SD,CF,100,34,85,55,44,81,62,74,68,62,69,85,86,63,48,4,$5.0M  5000000,San Diego Cloud,6865,0.2663727924732753,0.33106054717320627,0.48242621623724813,586.9871235471219,1079.7731339074671,0.8794599999999997,105.35468220384114,90.67470477947282,9.048641695861114,0.3005007288370886,2.991245417427469,2.8817424957353843,0.0,0.09935489782190889,0.8134867634104543,19.56623745157073,1.8514628496355745,3.3914318667473515
Marwin Castillo,RL,SD,3B,100,20,68,67,29,27,7,20,23,49,46,68,41,72,51,5,$8K  7650,San Diego Cloud,6865,0.21393532151685435,0.2608056956598403,0.27180316552194095,347.1985118808225,701.1752443015575,0.8397900000000003,32.89291582680793,38.2937737699065,-153.81517172436205,-3.2026710993085663,-1.0280261818403105,-1.3892108206675489,0.0,0.09980937252083567,0.5326088611817812,11.573283729360748,1.202289513548624,-14.678157794205392
Michael Baxter,LoA,SD,SS,100,20,67,89,30,17,24,26,22,67,55,60,53,65,47,2,$27K  26250,San Diego Cloud,6865,0.22007324079565968,0.2637979271245274,0.25464770391574854,375.73459356091917,746.8769657444209,0.8998400000000005,30.007359719129944,44.13364297864442,-135.690178944834,-2.782028164571962,-1.3626348887543491,-1.465990821084637,0.0,0.10014007181569941,0.5184456310402759,12.524486452030638,3.8419597003313837,-12.454763671330204
Michel Chantres,AA,SD,DH,100,22,79,91,21,65,26,28,60,36,14,45,31,37,29,7,$38K  37500,San Diego Cloud,6865,0.2305787005290277,0.2978195097615219,0.38112264265026097,446.93825336452574,887.692430017516,0.66447,67.01461287371835,74.93852306749643,-28.74397066194238,-4.59880462652872,-1.7265927304356121,-0.5409635019808763,0.0,0.09968537562934689,0.6789421524117829,14.897941778817525,-10.654744530388568,-2.987462220807346
Mickey Wesson,AA,SD,SS,100,24,97,76,9,7,4,12,14,63,78,65,54,38,44,6,$38K  37500,San Diego Cloud,6865,0.20006909824537478,0.2393425503922348,0.20626702512790673,438.0148828634992,941.5572253260761,0.7722500000000002,10.170469933590121,31.5089479941038,-248.2588478063051,2.782922355450872,-2.7723988137433424,-3.9229922095922527,0.5528697096107403,0.09891503832448979,0.4456095755201415,14.600496095449975,4.843401364846071,-23.177104721888014
Miguel Correa,RL,SD,2B,100,19,71,93,54,8,44,22,46,57,91,76,56,56,35,0,$8K  7650,San Diego Cloud,6865,0.23385847150730926,0.2957297504131637,0.2634107631251836,445.24059662688524,830.2982608620077,0.7767199999999996,43.31892799690153,70.2259909138874,-127.41069683169353,3.4932450354456708,-1.6561691434126615,0.46975548945314716,0.0,0.09945339585072833,0.5591405135383473,14.841353220896174,1.423693862932112,-10.8029104267777
Mike Charles,LoA,SD,SS,100,22,82,89,20,3,19,15,34,52,68,60,35,56,46,1,$27K  26250,San Diego Cloud,6865,0.2129682653619975,0.2675159574107688,0.21487210538749593,403.48414525203407,814.07012084499,0.8353400000000003,22.1561837673003,37.10588493647733,-170.44559525673608,-0.7048239801522728,-2.098136938746805,-1.350833416198454,0.0,0.09947618480481214,0.48238806279826474,13.449471508401135,4.187603502289043,-15.608718869293666
Moose Lyon,HiA,SD,DH,100,23,84,67,24,15,22,20,40,56,25,8,13,43,35,38,$27K  26250,San Diego Cloud,6865,0.22540978119524674,0.28302226998645924,0.24790432585180694,383.7419703723863,788.7572007449344,0.59488,33.14584075524957,40.920101773397356,-171.40965993576572,-4.535415548238747,-2.7515017452863257,-5.428996391583357,-3.088887306128076,0.0999236409404013,0.5309265958382662,12.791399012412876,-9.467250351876785,-17.94560393805516
Nathan Hendriks,AA,SD,CF,100,31,60,70,50,25,20,34,41,52,93,87,56,59,41,16,$55K  54500,San Diego Cloud,6865,0.2317299378222802,0.28978231475362226,0.30665200847925655,392.2259964775294,734.2294663600624,0.8873600000000001,51.574492290958496,68.53565213025887,-85.74737213957307,3.536752424017999,1.5235601221510948,1.2926977198167473,0.0,0.09928673352231744,0.5964343232328788,13.074199882584313,1.2589668490398875,-6.711059598935633
Omar Pujols,LoA,SD,CF,100,21,70,58,11,3,25,17,35,50,79,64,41,48,34,5,$27K  26250,San Diego Cloud,6865,0.21461870985473305,0.26897516837036306,0.22407271850641022,356.3267838284373,698.8395860986784,0.6048299999999998,24.18856597889002,44.99625775676422,-181.6837055048016,1.274011119227275,-2.3912570049690776,-0.26725135025816343,0.0,0.09925661148707622,0.49304788687677326,11.87755946094791,1.1982846126520548,-16.892470020216678
Otis Garvin,RL,SD,LF,100,19,54,77,28,18,33,27,34,27,83,61,37,46,41,6,$8K  7650,San Diego Cloud,6865,0.2244677594078043,0.2779795310774954,0.2810822844690322,344.64912117645144,648.8123926110566,0.7772299999999999,41.32066363584503,57.455711741319305,-99.25912634099315,0.5858445435781494,0.11304240753047212,-1.810411259772709,-0.06562671547267408,0.0987887210864621,0.5590618155465277,11.488304039215047,-3.3375123076700435,-9.306208324730338
Paul Haad,RL,SD,RF,100,19,55,80,35,0,22,13,41,51,73,49,30,52,34,8,$8K  7650,San Diego Cloud,6865,0.22051032384917102,0.2816980684486534,0.22411606883823856,321.11276167072356,598.2499227784574,0.6894699999999997,28.5089702588671,39.79660860063468,-170.77761240307922,0.282895917170314,-4.105257510495844,-5.146875389676346,0.003519146953967329,0.09963214511634323,0.505814137286892,10.703758722357453,-3.0774172982430934,-16.93421196544695
Pep Ryan,LoA,SD,2B,100,24,83,57,16,17,21,13,24,52,80,69,49,36,39,5,$27K  26250,San Diego Cloud,6865,0.2096492047874199,0.2558265853349297,0.250756379126964,408.6201743148267,836.1891930392012,0.8194266666666666,25.99822094319874,36.019055293031386,-178.97505723116257,1.5993996187133408,-4.1600541683639145,-4.035823380657133,0.0,0.0985786682282971,0.5065829644618938,13.620672477160891,1.4337949126186578,-16.767078718911705
Quinton Barfield,AAA,SD,LF,100,37,84,72,52,44,46,48,36,55,45,51,48,41,49,2,$96K  96000,San Diego Cloud,6865,0.24761060849821726,0.297519242495774,0.3597145336310604,501.1511559197679,971.8599608484656,0.8343100000000001,66.35653502132531,65.56069994603904,-65.63371012359461,-5.86142768885812,0.5421738379506764,0.49611916579744814,0.0,0.09880702997150838,0.6572337761268343,16.705038530658932,-4.999279633994164,-5.976151724504679
Rafael Bennett,HiA,SD,2B,100,22,79,72,24,6,13,14,37,54,77,56,30,35,30,2,$27K  26250,San Diego Cloud,6865,0.21572334840305737,0.2731628282780508,0.23303742182443807,398.76957493368536,788.4485368672758,0.5745099999999996,27.22327433258082,33.02479900977798,-177.33145486768697,0.7771134309202172,-3.5548836231001806,-1.5577506830084475,-0.08353116083959079,0.09905680108903216,0.5062002501024888,13.29231916445618,1.3519350769329148,-16.475879473604497
Rafael Martinez,AAA,SD,1B,100,30,66,69,60,61,60,54,66,38,47,53,38,32,48,16,$55K  54500,San Diego Cloud,6865,0.2612865816842832,0.33097190524464914,0.426450960513175,475.99271055776626,871.555604564026,0.9168466666666668,92.9131218348562,81.53949510710281,-17.699097887820212,-5.282027549843394,1.7781442934698235,1.1840527632431623,0.0,0.09828741235076922,0.7574228657578241,15.866423685258875,-7.4721845384432966,-1.3508679913530608
Raisel Davis,AAA,SD,DH,100,27,90,95,37,73,30,37,86,28,27,27,21,33,27,14,$55K  54500,San Diego Cloud,6865,0.24787852549906755,0.3329638221479403,0.4291357946336455,531.668865502812,1013.426009433344,0.45062500000000005,89.81903953715714,85.14389603268214,13.761442693761305,-5.805684624883083,-0.2563011311918342,-6.020280719753728,-6.6321876756861595,0.09939031990478288,0.7620996167815858,17.722295516760397,-12.163892431470178,0.7553061961881179
Raymond Mazzaro,AA,SD,RF,100,24,85,49,28,66,38,65,34,34,55,60,49,53,56,0,$38K  37500,San Diego Cloud,6865,0.2471384915981102,0.2931805811290465,0.4215080923778616,502.286126755178,969.3672761004418,0.83305,79.29164549655302,79.94885189669881,-30.5052460250395,-2.784851786016278,1.1224376175813735,0.6551609876508846,0.0,0.0986232322972548,0.714688673506908,16.742870891839267,-4.986457181586635,-2.1043407367697586
Reid Wilson,RL,SD,SS,100,24,79,79,16,52,12,11,31,24,33,44,38,54,43,11,$8K  7650,San Diego Cloud,6865,0.20966329106495968,0.2603470180768486,0.3240603493000519,394.045133696869,820.1531843692064,0.7142283333333335,42.37263548612149,47.75448641311358,-115.14213933901888,-3.315891881700944,-2.2497241575121016,-1.6424618612299335,0.0,0.09938840249350069,0.5844073673769006,13.134837789895634,4.2188949813230785,-10.355818374757893
Roy Walker,LoA,SD,SS,100,20,75,95,62,33,58,50,44,66,99,83,61,84,68,11,$27K  26250,San Diego Cloud,6865,0.24938840667333076,0.3057442676672759,0.34767748799752257,503.26322125829756,924.2220873534679,0.8982499999999999,69.0344304640244,77.36458639370066,-72.57030150735278,6.8302846481089015,1.1539898986527262,1.80208386390841,0.0,0.09960306765395689,0.6534217556647985,16.77544070860992,4.754228844410843,-4.2743174818294305
Sammy Moraga,AA,SD,1B,100,25,84,62,25,6,19,29,42,61,65,61,49,40,45,0,$38K  37500,San Diego Cloud,6865,0.223918444857678,0.281223834415783,0.23560050001680988,431.95668947231025,861.6803673747927,0.8211599999999999,31.761204043338275,42.42503247249448,-132.24421447577419,-0.8737360295709541,-1.1097404581126356,-0.21468563952880088,0.0,0.09879155569768518,0.5168243344325929,14.398556315743676,-7.387520296423121,-12.731920147679809
Steve Haase,LoA,SD,C,100,22,69,64,33,28,27,31,55,23,41,8,18,71,63,61,$27K  26250,San Diego Cloud,6865,0.23325831329372715,0.30067002849663993,0.2956926410927653,354.60053163580596,699.9986220933497,0.9410100000000001,52.26248100678689,63.05609526579537,-48.35354556220393,-4.145081409267955,-0.977403230619161,-1.6032834381919705,1.175037501807372,0.09947535501095008,0.5963626695894052,11.820017721193532,3.600815957270317,-3.898655334308816
Stevie Bundy,HiA,SD,CF,100,24,75,53,64,24,32,37,30,79,78,75,58,50,59,3,$27K  26250,San Diego Cloud,6865,0.23809092721528077,0.2872133435144549,0.3055154983823798,451.1875926917419,858.5284709073603,0.8512800000000001,52.15470001601401,66.0721215663715,-97.2652846228009,4.523339598105175,1.5893571735012926,1.403367629232466,0.0,0.09854830463126309,0.5927288418968346,15.039586423058061,1.4720995728864203,-7.541782286251013
Takahiro Zhou,ML,SD,LF,100,31,79,76,59,51,71,76,49,46,22,60,70,67,63,0,$343K  343000,San Diego Cloud,6865,0.2700324835468909,0.3236363166372185,0.396836596039622,531.5627207290381,1007.3392164390534,0.9685673333333328,85.18698982806431,84.43054137483381,-2.516699203078754,-5.812389886495547,1.0574682532063722,1.0018394526000975,0.0,0.09929105139570783,0.7204729126768405,17.718757357634605,-5.181786092793485,0.5250864435830109
Teddy Knapp,HiA,SD,SS,100,22,75,83,12,8,23,19,16,64,46,68,57,71,68,4,$27K  26250,San Diego Cloud,6865,0.20608977630127312,0.24511574355013568,0.20583312150911293,359.6829873966053,765.3471013531089,0.7991700000000003,13.708300347665991,31.685249613620336,-195.41879693476335,-3.3045941982346183,-1.5559252809470498,-2.0907282328289565,0.5528697096107403,0.09965922043892096,0.4509488650592486,11.989432913220178,3.936970685972782,-18.634783212752563
Tino Nelson,ML,SD,C,100,31,71,49,65,63,68,65,45,68,0,49,54,72,77,82,$3.8M  3800000,San Diego Cloud,6865,0.26332027799856494,0.3149160479531126,0.40460501551360173,429.83120519667864,866.3808840047568,0.99517,84.50067380425075,88.40235296443393,-23.524163789755903,-4.427827221309456,0.25219812748319165,3.03702520574772,3.641610872251791,0.09972626293136745,0.7195210634667144,14.327706839889288,4.456691790147926,-0.6178982189750457
Toby Gross,HiA,SD,LF,100,22,73,76,38,30,29,24,34,51,83,68,61,43,50,5,$27K  26250,San Diego Cloud,6865,0.22286105535287237,0.274332253096312,0.3009988508103031,432.99969808384776,849.0544737130404,0.88774,44.67789828002473,59.28269235030399,-113.83927634081994,1.5922865356007685,-0.27279808184728277,-0.10381571620819033,0.0,0.09853066642943777,0.5753311039066151,14.43332326946159,-4.367564165190537,-10.309282355437166
Tom Kingman,HiA,SD,SS,100,22,86,51,20,51,1,34,47,51,86,84,63,81,73,18,$27K  26250,San Diego Cloud,6865,0.21729549263636128,0.27666215359122615,0.3433528621578673,451.70145826786757,896.023537773639,0.8769399999999995,55.742560177452596,71.34246198221288,-83.00391255730129,2.476604265336893,0.7038799189987808,1.2136888968053061,0.0,0.09903437358269475,0.6200150157490935,15.056715275595584,4.609174577024891,-6.011878639687843
Torii Bettis,ML,SD,2B,100,32,80,56,69,33,62,70,88,51,73,75,68,61,56,7,$1.8M  1805000,San Diego Cloud,6865,0.27517358613877674,0.35860752554903985,0.3751501622533068,554.947353599593,991.54951608181,0.9620939999999994,92.28457484230653,85.48825394247989,-5.549307055529156,-0.06353887150679709,1.3925240492001008,1.307215742912833,0.0,0.09861372011772364,0.7337576878023466,18.498245119986436,1.700187784776766,1.6018313175332055
Willis Callaway,AA,SD,1B,100,21,77,73,21,25,15,22,36,58,65,47,30,51,39,3,$38K  37500,San Diego Cloud,6865,0.21950912156054128,0.27436372484634536,0.2817926661632466,401.24835214205086,782.5819461476058,0.7706799999999998,38.73719964973183,59.25207161985216,-115.00060051746587,-1.0346252231224462,-3.9287413083354044,-0.7643954702274744,-0.16452637772603132,0.09962782721384901,0.5561563910095919,13.374945071401696,-6.70937882499662,-11.100381818733815
Wily Terrero,ML,SD,C,100,26,40,44,63,53,72,67,74,57,40,11,32,78,78,52,$381K  381000,San Diego Cloud,6865,0.27343707016007174,0.34760886465459045,0.4170615004671109,360.8125623334199,588.3799673840404,0.8058566666666667,98.33872988272246,73.74646879345038,-23.802909996293927,-4.335000544680861,-0.18922509483228336,-1.8894985303821756,1.2991401064812993,0.09950482761604253,0.7646703651217013,12.027085411113998,3.0266459227574094,-1.509192957350704
Yamid Johnson,RL,SD,RF,100,19,64,65,43,18,8,31,26,42,93,57,29,62,40,9,$8K  7650,San Diego Cloud,6865,0.22675288519574102,0.2775907138148087,0.28740770984369174,370.207463176921,689.8147028572857,0.7300399999999999,42.87534812499556,55.06235401031695,-93.83278392194192,2.464132555826162,-0.33299432046221233,-2.3043756524814816,-0.1914691355653117,0.09939571358671419,0.5649984236585004,12.340248772564033,-3.5484295414469433,-8.555154134484413
Yan Sanchez,AAA,SD,RF,100,30,65,62,70,0,37,21,60,69,92,66,41,51,40,11,$55K  54500,San Diego Cloud,6865,0.2409944435477332,0.31488628911621874,0.25542452817462075,411.5831823926419,731.7573597747833,0.8390139999999997,48.7682279617807,71.09793583143859,-122.0093170376872,5.888438001500703,0.30251034462583004,2.0658909653836104,0.0,0.09896547804936308,0.5703108172908395,13.719439413088065,-3.764183949458761,-10.492184089118762
Yasmany Betances,AA,SD,2B,100,23,96,89,20,29,16,21,30,42,28,48,37,34,37,8,$38K  37500,San Diego Cloud,6865,0.21693823681508073,0.2658420797356227,0.27162597359487545,457.8024820862338,973.665860821493,0.842996666666667,32.91013583394719,48.74887679751349,-147.34713629556,-3.747698209070597,-3.0032646162566374,-0.6561459779370736,0.0,0.09919661007705617,0.5374680533304981,15.260082736207794,1.6695230809696382,-13.588610140578286
Yeico Rosario,AAA,SD,CF,100,31,90,95,57,52,38,47,75,66,72,73,62,56,58,12,$79K  79000,San Diego Cloud,6865,0.2496029281550724,0.32555016706709006,0.38404236285602644,566.2930333316326,1072.7664316799492,0.8993666666666666,81.32705124705585,82.76402390971207,-30.023641761435307,1.0594869874235138,1.5341964686459033,1.1074902605803882,0.0,0.09911726197577554,0.7095925299231165,18.876434444387755,1.8394486139916824,-0.7197174448977176
Yoenis Sanabia,AA,SD,C,100,28,81,94,32,28,36,16,44,56,70,61,50,47,36,21,$38K  37500,San Diego Cloud,6865,0.22248281707608747,0.2810945645967666,0.288467066819541,446.46427713986486,889.4576606657356,0.76568,42.46486435573801,61.99250751999107,-98.3753972972785,-0.7263249265794012,-1.5955630645570433,-1.000180101035758,0.0,0.09957018506946515,0.5695616314163077,14.88214257132883,4.575399489021274,-8.1281234106311
Yuniesky Valdes,ML,SD,RF,100,36,71,62,64,64,59,67,62,65,39,55,75,67,77,9,$11.0M  11000000,San Diego Cloud,6865,0.26466512002821424,0.3276710773710027,0.42572878440196843,510.25173448212445,940.1345457807183,0.9824499999999996,93.2091116490124,77.26385452684521,-25.850316563645027,-5.797787553268449,1.4303795399430814,1.3976622152755427,0.0,0.09889721782354645,0.7533998617729711,17.008391149404147,-4.836083054427563,-1.8220902507307815
Adalberto Jaime,ML,SJ,2B,100,23,95,60,74,36,66,66,96,59,54,79,71,56,57,12,$343K  343000,San Jose Arcángeles,6881,0.2766343234892734,0.36467818621533077,0.3739204620649428,607.4713259022683,1123.4374263472855,0.9709900000000001,93.75729786598144,86.78483422109062,14.052914155278184,-4.335220123015533,2.023235899688861,1.6448460849036803,0.0,0.09857033765700653,0.7385986482802736,20.249044196742275,1.9263330355749064,3.380277681637218
Adam Thompson,HiA,SJ,1B,100,23,86,87,0,73,33,48,49,41,19,50,39,50,43,16,$27K  26250,San Jose Arcángeles,6881,0.23209923719725162,0.28742047684040334,0.402370118207823,469.1934065455571,952.6310300379992,0.8807833333333336,69.58396979251897,77.28575763549777,-42.41984518717442,-3.289440036110211,-5.192428228033352,-9.316969072625154,0.0,0.09997679194901611,0.6897905950482264,15.639780218185235,-8.167275634756509,-4.792929660962907
Albert Bennett,AA,SJ,SS,100,24,85,89,21,0,27,10,24,59,60,72,68,80,71,0,$38K  37500,San Jose Arcángeles,6881,0.20536128092244332,0.2509954042736083,0.185035916808745,407.60233144368976,854.4180226437747,0.8620855000000002,11.204400772920545,33.358098062802554,-199.03333603091494,-1.591085261273008,-2.3589762982680025,-2.8823311552283117,0.0,0.09950707150681883,0.4360313210823533,13.586744381456326,4.395154437467977,-18.699000166719085
Alberto Bernadina,AA,SJ,LF,100,21,79,61,40,73,55,64,55,51,66,68,59,46,50,6,$38K  37500,San Jose Arcángeles,6881,0.25656914963547284,0.3154188638173667,0.45330763168673305,529.9477558005601,986.7308605294675,0.9285299999999999,93.6410900265842,88.06166392122087,-8.293723303795659,-1.3644834720845,1.0392089157789284,0.6442830129875236,0.0,0.09875857984996873,0.7687264955040998,17.664925193352005,-5.075776031530183,0.36034600768103353
Alex Diaz,LoA,SJ,2B,100,23,77,62,28,31,20,26,41,56,47,53,45,56,51,2,$27K  26250,San Jose Arcángeles,6881,0.22396583125909392,0.28044406604678446,0.2940522184911509,410.17759047355503,807.1179669778794,0.9052600000000003,44.29945513331817,53.535409065693834,-90.2514496540156,-3.678472091336386,-0.4624919522372821,-0.2750413723591439,0.0,0.09927793643845252,0.5744962845379353,13.6725863491185,1.3839471313063776,-7.977348964504878
